0. 0.1
0.035975386512165544/m 0.1878749911850894627196595365603570826351642608642578125
0.07195077302433109/m 0.25555753596629415813623609210480935871601104736328125
0.10792615953649663/m 0.301004225486163790037608123384416103363037109375
0.14390154604866218/m 0.327379518312415296321660207468084990978240966796875
0.1798769325608277/m 0.34044326070685160257056622867821715772151947021484375
0.21585231907299327/m 0.345867354168313212436913772762636654078960418701171875
0.2518277055851588/m 0.34770755673305153710117565424297936260700225830078125
0.28780309209732435/m 0.348196983207972043938838169196969829499721527099609375
0.3237784786094899/m 0.348287581304004667526186267423327080905437469482421875
0.3597538651216554/m 0.348287736964123018079675375702208839356899261474609375
0.395729251633821/m 0.348271308926909772818447663667029701173305511474609375
0.43170463814598653/m 0.348251374103436817097900757289608009159564971923828125
0.46768002465815206/m 0.3482297064872044156658148494898341596126556396484375
0.5036554111703176/m 0.34820638837251338681966217336594127118587493896484375
0.5396307976824831/m 0.34818142477660762867941457443521358072757720947265625
0.5756061841946487/m 0.3481548592115537577029726890032179653644561767578125
0.6115815707068143/m 0.34812666644968592866149492692784406244754791259765625
0.6475569572189798/m 0.34809682478556946971792740441742353141307830810546875
0.6835323437311454/m 0.348065353631211327201100402817246504127979278564453125
0.7195077302433108/m 0.34803225261389802991374153862125240266323089599609375
0.7554831167554764/m 0.347997500456347808039936353452503681182861328125
0.791458503267642/m 0.34796109689140342080548862213618122041225433349609375
0.8274338897798075/m 0.3479230495494591846039611482410691678524017333984375
0.8634092762919731/m 0.34788334753171368252111506080836988985538482666015625
0.8993846628041386/m 0.347841978817206964880170971810002811253070831298828125
0.9353600493163041/m 0.347798945794883296311894582686363719403743743896484375
0.9713354358284697/m 0.347754247737322830236195159159251488745212554931640625
1.0073108223406353/m 0.34770787256746604754198415321297943592071533203125
1.0432862088528008/m 0.34765981289417691169063573397579602897167205810546875
1.0792615953649662/m 0.347610069444038771724336811530520208179950714111328125
1.115236981877132/m 0.34755863700077205269423075151280499994754791259765625
1.1512123683892974/m 0.34750550410048719474076506230630911886692047119140625
1.1871877549014629/m 0.34745066510462885300825064405216835439205169677734375
1.2231631414136286/m 0.347394118482889202592645006006932817399501800537109375
1.259138527925794/m 0.347335856551694688310050196378142572939395904541015625
1.2951139144379595/m 0.34727586847939762026982180032064206898212432861328125
1.3310893009501252/m 0.34721414896509994463258408359251916408538818359375
1.3670646874622907/m 0.347150694428122019719040736163151450455188751220703125
1.4030400739744562/m 0.34708549567795454748875272343866527080535888671875
1.4390154604866217/m 0.3470185422058558177837994662695564329624176025390625
1.4749908469987874/m 0.34694982837484655835424973702174611389636993408203125
1.5109662335109528/m 0.346879348859034208896190421000937931239604949951171875
1.5469416200231183/m 0.34680709340789539485427894760505296289920806884765625
1.582917006535284/m 0.3467330515312736505251223206869326531887054443359375
1.6188923930474495/m 0.346657216934207923486610525287687778472900390625
1.654867779559615/m 0.346579582799169561013741258648224174976348876953125
1.6908431660717806/m 0.346500138018726422384219176819897256791591644287109375
1.7268185525839461/m 0.346418871882014034468966201529838144779205322265625
1.7627939390961116/m 0.346335777281130408056242231396026909351348876953125
1.7987693256082773/m 0.346250846092555075728114388766698539257049560546875
1.8347447121204428/m 0.34616406643793207198456229889416135847568511962890625
1.8707200986326082/m 0.346075427207672536855653788734343834221363067626953125
1.906695485144774/m 0.345984920405950635569070072961039841175079345703125
1.9426708716569394/m 0.3458925367331893152567090510274283587932586669921875
1.9786462581691049/m 0.345798263569018271557098387347650714218616485595703125
2.0146216446812706/m 0.34570208927358248018890662933699786663055419921875
2.050597031193436/m 0.345604004926535257613551266331342048943042755126953125
2.0865724177056015/m 0.34550400014124793557357406825758516788482666015625
2.122547804217767/m 0.345402061556229822425478914738050661981105804443359375
2.1585231907299325/m 0.345298176902854969672063134566997177898883819580078125
2.1944985772420984/m 0.345192336317739878470689518508152104914188385009765625
2.230473963754264/m 0.345084528387109290559209284765529446303844451904296875
2.2664493502664294/m 0.344974738995591112544758516378351487219333648681640625
2.302424736778595/m 0.344862955170287588391175859214854426681995391845703125
2.3384001232907603/m 0.344749166094268366666852898561046458780765533447265625
2.3743755098029258/m 0.34463335936594441388791665303870104253292083740234375
2.4103508963150913/m 0.34451552009685515454151527592330239713191986083984375
2.446326282827257/m 0.344395634550294815756643629356403835117816925048828125
2.4823016693394226/m 0.344273690948249500021205449229455552995204925537109375
2.518277055851588/m 0.34414967592601908297211821263772435486316680908203125
2.5542524423637536/m 0.3440235738000534393421503409626893699169158935546875
2.590227828875919/m 0.343895370021430168971932062049745582044124603271484375
